feature,importance,importance_pct,cumulative_pct
Secondary_Description_LCD,0,0.0,99.96
Model_Descriptor_XP,0,0.0,99.96
Product_Class_Description_Type_C_-_4_0_to_6_0_Metric_Tons,0,0.0,99.96
Product_Class_Description_Type_C_-_300_0_+_Metric_Tons,0,0.0,99.96
Product_Class_Description_Type_C_-_24_0_to_28_0_Metric_Tons,0,0.0,99.96
Product_Class_Description_Type_C_-_150_0_to_300_0_Metric_Tons,0,0.0,99.96
Product_Class_Description_Type_B_-_15_0_to_16_0_Ft_Standard_Digging_Depth,0,0.0,99.96
Model_Descriptor_ZX,0,0.0,99.96
Model_Descriptor_Y,0,0.0,99.96
Model_Descriptor_XW,0,0.0,99.96
Model_Descriptor_XTV,0,0.0,99.96
Model_Descriptor_XR,0,0.0,99.96
Model_Descriptor_XLT,0,0.0,99.96
Secondary_Description_LCH,0,0.0,99.96
Model_Descriptor_X,0,0.0,99.96
Model_Descriptor_WT,0,0.0,99.96
Model_Descriptor_WLT,0,0.0,99.96
Model_Descriptor_VHP/AWD,0,0.0,99.96
Model_Descriptor_V,0,0.0,99.96
Model_Descriptor_U,0,0.0,99.96
Model_Descriptor_TURBO,0,0.0,99.96
Model_Descriptor_TP,0,0.0,99.96
Model_Descriptor_TM,0,0.0,99.96
Model_Descriptor_TLB,0,0.0,99.96
Product_Class_Description_Type_C_-_6_0_to_8_0_Metric_Tons,0,0.0,99.96
Product_Class_Description_Type_C_-_90_0_to_150_0_Metric_Tons,0,0.0,99.96
Product_Class_Description_Type_C_-_Unidentified,0,0.0,99.96
Product_Class_Description_Type_D_-_Unidentified,0,0.0,99.96
State_of_Usage_Rhode_Island,0,0.0,99.96
State_of_Usage_Puerto_Rico,0,0.0,99.96
State_of_Usage_Oklahoma,0,0.0,99.96
State_of_Usage_North_Dakota,0,0.0,99.96
State_of_Usage_New_York,0,0.0,99.96
State_of_Usage_New_Mexico,0,0.0,99.96
State_of_Usage_Nebraska,0,0.0,99.96
State_of_Usage_Missouri,0,0.0,99.96
State_of_Usage_Minnesota,0,0.0,99.96
State_of_Usage_Michigan,0,0.0,99.96
State_of_Usage_Louisiana,0,0.0,99.96
State_of_Usage_Kansas,0,0.0,99.96
State_of_Usage_Indiana,0,0.0,99.96
State_of_Usage_Idaho,0,0.0,99.96
State_of_Usage_Hawaii,0,0.0,99.96
State_of_Usage_Delaware,0,0.0,99.96
State_of_Usage_Alaska,0,0.0,99.96
Product_Class_Description_Type_F_-_Unidentified,0,0.0,99.96
Product_Class_Description_Type_E_-_250_0_to_275_0_Horsepower,0,0.0,99.96
Product_Class_Description_Type_E_-_225_0_to_250_0_Horsepower,0,0.0,99.96
Product_Class_Description_Type_E_-_1000_0_+_Horsepower,0,0.0,99.96
Model_Descriptor_TK,0,0.0,99.96
Model_Descriptor_TC,0,0.0,99.96
Model_Descriptor_SUPER_K,0,0.0,99.96
Model_Descriptor_LU,0,0.0,99.96
Model_Descriptor_LRR,0,0.0,99.96
Model_Descriptor_LR,0,0.0,99.96
Model_Descriptor_LN,0,0.0,99.96
Model_Descriptor_LM,0,0.0,99.96
Model_Descriptor_LL,0,0.0,99.96
Model_Descriptor_LK,0,0.0,99.96
Model_Descriptor_LITRONIC,0,0.0,99.96
Model_Descriptor_LGPVP,0,0.0,99.96
Model_Descriptor_LCRTS,0,0.0,99.96
Model_Descriptor_LCH,0,0.0,99.96
Model_Descriptor_LC8,0,0.0,99.96
Model_Descriptor_KBNA,0,0.0,99.96
Model_Descriptor_KA,0,0.0,99.96
Model_Descriptor_K5,0,0.0,99.96
Model_Descriptor_K,0,0.0,99.96
Model_Descriptor_IV,0,0.0,99.96
Model_Descriptor_IT,0,0.0,99.96
Model_Descriptor_III,0,0.0,99.96
Model_Descriptor_II,0,0.0,99.96
Model_Descriptor_High_Lift,0,0.0,99.96
Model_Descriptor_HT,0,0.0,99.96
Model_Descriptor_LS,0,0.0,99.96
Model_Descriptor_LX,0,0.0,99.96
Model_Descriptor_SU,0,0.0,99.96
Model_Descriptor_MC,0,0.0,99.96
Model_Descriptor_SSR,0,0.0,99.96
Model_Descriptor_SRLC,0,0.0,99.96
Model_Descriptor_SRDZ,0,0.0,99.96
Model_Descriptor_SR,0,0.0,99.96
Model_Descriptor_SM,0,0.0,99.96
Model_Descriptor_SLGP,0,0.0,99.96
Model_Descriptor_SITEMASTER,0,0.0,99.96
Model_Descriptor_SERIES3,0,0.0,99.96
Model_Descriptor_SE,0,0.0,99.96
Model_Descriptor_SB,0,0.0,99.96
Model_Descriptor_S,0,0.0,99.96
Model_Descriptor_RTS,0,0.0,99.96
Model_Descriptor_RR,0,0.0,99.96
Model_Descriptor_PRO,0,0.0,99.96
Model_Descriptor_PLUS,0,0.0,99.96
Model_Descriptor_P,0,0.0,99.96
Model_Descriptor_NSUC,0,0.0,99.96
Model_Descriptor_NLC,0,0.0,99.96
Model_Descriptor_N,0,0.0,99.96
Model_Descriptor_MH,0,0.0,99.96
Model_Descriptor_ME,0,0.0,99.96
State_of_Usage_South_Dakota,0,0.0,99.96
State_of_Usage_Vermont,0,0.0,99.96
State_of_Usage_Washington_DC,0,0.0,99.96
Stick_Length_8'_2,0,0.0,99.96
Stick_Length_7'_10,0,0.0,99.96
Stick_Length_6'_3,0,0.0,99.96
Stick_Length_24'_3,0,0.0,99.96
Stick_Length_19'_8,0,0.0,99.96
Stick_Length_15'_9,0,0.0,99.96
Stick_Length_15'_4,0,0.0,99.96
Stick_Length_14'_1,0,0.0,99.96
Stick_Length_13'_9,0,0.0,99.96
Stick_Length_13'_7,0,0.0,99.96
Stick_Length_13'_10,0,0.0,99.96
Stick_Length_12'_8,0,0.0,99.96
Stick_Length_12'_4,0,0.0,99.96
Stick_Length_11'_10,0,0.0,99.96
Stick_Length_10'_6,0,0.0,99.96
Stick_Length_10'_2,0,0.0,99.96
Screen_Size_1_36_inch,0,0.0,99.96
Screen_Size_1_34_inch,0,0.0,99.96
Screen_Size_1_33_inch,0,0.0,99.96
Screen_Size_1_32_inch,0,0.0,99.96
Screen_Size_1_31_5_inch,0,0.0,99.96
Screen_Size_1_31_inch,0,0.0,99.96
Stick_Length_8'_10,0,0.0,99.96
Stick_Length_8'_4,0,0.0,99.96
Screen_Size_1_27_inch,0,0.0,99.96
Stick_Length_8'_6,0,0.0,99.96
Steering_Controls_Unknown,0,0.0,99.96
Steering_Controls_Four_Wheel_Standard,0,0.0,99.96
Differential_Type_Unknown,0,0.0,99.96
Differential_Type_No_Spin,0,0.0,99.96
Differential_Type_Locking,0,0.0,99.96
Travel_Possibilities_Pedal,0,0.0,99.96
Travel_Possibilities_Lever,0,0.0,99.96
Travel_Possibilities_Finger_Tip,0,0.0,99.96
Travel_Possibilities_2_Pedal,0,0.0,99.96
Blade_Type_VPAT,0,0.0,99.96
Blade_Type_U,0,0.0,99.96
Blade_Type_No,0,0.0,99.96
Blade_Type_Landfill,0,0.0,99.96
Blade_Type_Coal,0,0.0,99.96
Backhoe_Mounting_Yes,0,0.0,99.96
Grouser_Type_Unknown,0,0.0,99.96
Pattern_Changer_Unknown,0,0.0,99.96
Stick_Length_Unknown,0,0.0,99.96
Stick_Length_9'_8,0,0.0,99.96
Stick_Length_9'_5,0,0.0,99.96
Stick_Length_9'_10,0,0.0,99.96
Screen_Size_1_28_inch,0,0.0,99.96
Screen_Size_1_26_inch,0,0.0,99.96
State_of_Usage_West_Virginia,0,0.0,99.96
Hydraulics_Base_+_3_Function,0,0.0,99.96
Hydraulics_4_Valve,0,0.0,99.96
Hydraulics_3_Valve,0,0.0,99.96
Engine_Horsepower_Variable,0,0.0,99.96
Engine_Horsepower_Unknown,0,0.0,99.96
Clean_Room_Unknown,0,0.0,99.96
Clean_Room_Low_Profile,0,0.0,99.96
Machine_Width_lt12',0,0.0,99.96
Machine_Width_13',0,0.0,99.96
Extra_features_Yes,0,0.0,99.96
Turbo_Charged_Yes,0,0.0,99.96
Turbo_Charged_Unknown,0,0.0,99.96
Transmission_Autoshift,0,0.0,99.96
Version_Unknown,0,0.0,99.96
Touchpad_Type_Unknown,0,0.0,99.96
Enclosure_Unknown,0,0.0,99.96
Enclosure_None_or_Unspecified,0,0.0,99.96
Enclosure_NO_ROPS,0,0.0,99.96
Enclosure_EROPS_AC,0,0.0,99.96
Product_Group_Description_Japan,0,0.0,99.96
State_of_Usage_Wyoming,0,0.0,99.96
State_of_Usage_Wisconsin,0,0.0,99.96
Hydraulics_Base_+_2_Function,0,0.0,99.96
Hydraulics_Base_+_4_Function,0,0.0,99.96
Screen_Size_1_25_inch,0,0.0,99.96
Hydraulics_Base_+_5_Function,0,0.0,99.96
Screen_Size_1_24_inch,0,0.0,99.96
Screen_Size_1_22_inch,0,0.0,99.96
Screen_Size_1_16_inch,0,0.0,99.96
Screen_Size_1_15_inch,0,0.0,99.96
Tupper_Type_Unknown,0,0.0,99.96
Hydraulics_Flow_None_or_Unspecified,0,0.0,99.96
Couple_System_Yes,0,0.0,99.96
Screen_Size_7_0,0,0.0,99.96
Screen_Size_29_5,0,0.0,99.96
Screen_Size_23_5_1,0,0.0,99.96
Screen_Size_23_1,0,0.0,99.96
Screen_Size_17_5_1,0,0.0,99.96
Screen_Size_15_5_1,0,0.0,99.96
Screen_Size_15_5,0,0.0,99.96
Screen_Size_13,0,0.0,99.96
Screen_Size_10,0,0.0,99.96
Tip_Control_Unknown,0,0.0,99.96
Tip_Control_Tip,0,0.0,99.96
Push_Block_Unknown,0,0.0,99.96
Hydraulics_None_or_Unspecified,0,0.0,99.96
Hydraulics_Base_+_6_Function,0,0.0,99.96
Model_Descriptor_HSD,0,0.0,99.96
Model_Descriptor_HF,0,0.0,99.96
Model_Descriptor_HD,0,0.0,99.96
Secondary_Description_ZTS,0,0.0,99.96
Secondary_Description_ZT,0,0.0,99.96
Secondary_Description_ZHS_G,0,0.0,99.96
Secondary_Description_ZHS,0,0.0,99.96
Secondary_Description_ZF,0,0.0,99.96
Secondary_Description_XP,0,0.0,99.96
Secondary_Description_XLT,0,0.0,99.96
Secondary_Description_XL,0,0.0,99.96
Secondary_Description_X,0,0.0,99.96
Secondary_Description_WX,0,0.0,99.96
Secondary_Description_WT,0,0.0,99.96
Secondary_Description_WD,0,0.0,99.96
Secondary_Description_W,0,0.0,99.96
Secondary_Description_V,0,0.0,99.96
Secondary_Description_USRK,0,0.0,99.96
Secondary_Description_USR,0,0.0,99.96
Secondary_Description_USBL,0,0.0,99.96
Secondary_Description_UR,0,0.0,99.96
Secondary_Description_UNA,0,0.0,99.96
Secondary_Description_U,0,0.0,99.96
Secondary_Description_TX,0,0.0,99.96
Secondary_Description_TTL,0,0.0,99.96
Secondary_Description_ZTM,0,0.0,99.96
Secondary_Description_ZX,0,0.0,99.96
Secondary_Description_TM,0,0.0,99.96
Model_Series_-11,0,0.0,99.96
Model_Series_-5A,0,0.0,99.96
Model_Series_-3PT,0,0.0,99.96
Model_Series_-3MC,0,0.0,99.96
Model_Series_-3M,0,0.0,99.96
Model_Series_-3LK,0,0.0,99.96
Model_Series_-3H,0,0.0,99.96
Model_Series_-3EO,0,0.0,99.96
Model_Series_-3C,0,0.0,99.96
Model_Series_-2N,0,0.0,99.96
Model_Series_-2LC,0,0.0,99.96
Model_Series_-2E,0,0.0,99.96
Model_Series_-2C,0,0.0,99.96
Model_Series_-2A,0,0.0,99.96
Model_Series_-21A,0,0.0,99.96
Model_Series_-21,0,0.0,99.96
Model_Series_-1C,0,0.0,99.96
Model_Series_-1B,0,0.0,99.96
Model_Series_-18,0,0.0,99.96
Model_Series_-17,0,0.0,99.96
Model_Series_-16,0,0.0,99.96
Model_Series_-15,0,0.0,99.96
Secondary_Description_TP,0,0.0,99.96
Secondary_Description_THF,0,0.0,99.96
Model_Series_-5F,0,0.0,99.96
Secondary_Description_PT,0,0.0,99.96
Secondary_Description_PL,0,0.0,99.96
Secondary_Description_PG,0,0.0,99.96
Secondary_Description_NL,0,0.0,99.96
Secondary_Description_NE,0,0.0,99.96
Secondary_Description_NC,0,0.0,99.96
Secondary_Description_MXT,0,0.0,99.96
Secondary_Description_MU,0,0.0,99.96
Secondary_Description_MT,0,0.0,99.96
Secondary_Description_MSR_SPIN_ACE,0,0.0,99.96
Secondary_Description_MSR,0,0.0,99.96
Secondary_Description_MRX,0,0.0,99.96
Secondary_Description_MR,0,0.0,99.96
Secondary_Description_MC,0,0.0,99.96
Secondary_Description_LX,0,0.0,99.96
Secondary_Description_LT,0,0.0,99.96
Secondary_Description_LS,0,0.0,99.96
Secondary_Description_LR,0,0.0,99.96
Secondary_Description_LGP,0,0.0,99.96
Secondary_Description_LD,0,0.0,99.96
Secondary_Description_LCM,0,0.0,99.96
Secondary_Description_LCLR,0,0.0,99.96
Secondary_Description_PS,0,0.0,99.96
Secondary_Description_PTC,0,0.0,99.96
Secondary_Description_TC,0,0.0,99.96
Secondary_Description_R-2,0,0.0,99.96
Secondary_Description_SXT,0,0.0,99.96
Secondary_Description_SX,0,0.0,99.96
Secondary_Description_SUPER_R,0,0.0,99.96
Secondary_Description_SUPER_M_PLUS,0,0.0,99.96
Secondary_Description_SUPER_LE,0,0.0,99.96
Secondary_Description_SUPER_K,0,0.0,99.96
Secondary_Description_SUPER_E,0,0.0,99.96
Secondary_Description_SUPER,0,0.0,99.96
Secondary_Description_SU,0,0.0,99.96
Secondary_Description_STD,0,0.0,99.96
Secondary_Description_SRLC,0,0.0,99.96
Secondary_Description_SRDZ,0,0.0,99.96
Secondary_Description_SR,0,0.0,99.96
Secondary_Description_SPIN_ACE,0,0.0,99.96
Secondary_Description_SP,0,0.0,99.96
Secondary_Description_SL,0,0.0,99.96
Secondary_Description_SF,0,0.0,99.96
Secondary_Description_SE,0,0.0,99.96
Secondary_Description_SB,0,0.0,99.96
Secondary_Description_S,0,0.0,99.96
Secondary_Description_RC,0,0.0,99.96
Model_Series_-5E,0,0.0,99.96
Model_Series_-5H,0,0.0,99.96
Model_Descriptor_H5,0,0.0,99.96
Model_Descriptor_1,0,0.0,99.96
Model_Descriptor__ZX,0,0.0,99.96
Model_Descriptor__XT,0,0.0,99.96
Model_Descriptor__XLT,0,0.0,99.96
Model_Descriptor__SUPER,0,0.0,99.96
Model_Descriptor__LGP,0,0.0,99.96
Model_Series_ZX,0,0.0,99.96
Model_Series_ZTS,0,0.0,99.96
Model_Series_ZHS,0,0.0,99.96
Model_Series_XT,0,0.0,99.96
Model_Series_XLT,0,0.0,99.96
Model_Series_WX,0,0.0,99.96
Model_Series_VII,0,0.0,99.96
Model_Series_VI,0,0.0,99.96
Model_Series_VHP,0,0.0,99.96
Model_Series_V-2,0,0.0,99.96
Model_Series_TC,0,0.0,99.96
Model_Series_SeriesII,0,0.0,99.96
Model_Series_Q,0,0.0,99.96
Model_Series_M,0,0.0,99.96
Model_Series_LV,0,0.0,99.96
Model_Series_LT,0,0.0,99.96
Model_Descriptor_(BLADE_RUNNER),0,0.0,99.96
Model_Descriptor_2N,0,0.0,99.96
Model_Series_L,0,0.0,99.96
Model_Descriptor_3C,0,0.0,99.96
Model_Descriptor_GALEO,0,0.0,99.96
Model_Descriptor_G,0,0.0,99.96
Model_Descriptor_ESL,0,0.0,99.96
Model_Descriptor_E,0,0.0,99.96
Model_Descriptor_DINGO,0,0.0,99.96
Model_Descriptor_DHP,0,0.0,99.96
Model_Descriptor_DA,0,0.0,99.96
Model_Descriptor_CUSTOM,0,0.0,99.96
Model_Descriptor_CRSB,0,0.0,99.96
Model_Descriptor_CK,0,0.0,99.96
Model_Descriptor_C,0,0.0,99.96
Model_Descriptor_BE,0,0.0,99.96
Model_Descriptor_B,0,0.0,99.96
Model_Descriptor_AVANCE,0,0.0,99.96
Model_Descriptor_AE0,0,0.0,99.96
Model_Descriptor_A,0,0.0,99.96
Model_Descriptor_7A,0,0.0,99.96
Model_Descriptor_6K,0,0.0,99.96
Model_Descriptor_5,0,0.0,99.96
Model_Descriptor_4WD,0,0.0,99.96
Model_Descriptor_3NO,0,0.0,99.96
Model_Series_LGP,0,0.0,99.96
Model_Series_IV-2,0,0.0,99.96
Model_Series_-5LC,0,0.0,99.96
Model_Series_22,0,0.0,99.96
Model_Series_21KomStat,0,0.0,99.96
Model_Series_20,0,0.0,99.96
Model_Series_2,0,0.0,99.96
Model_Series_1970,0,0.0,99.96
Model_Series_18,0,0.0,99.96
Model_Series_17,0,0.0,99.96
Model_Series_16,0,0.0,99.96
Model_Series_15,0,0.0,99.96
Model_Series_12,0,0.0,99.96
Model_Series_1,0,0.0,99.96
Model_Series_-8E,0,0.0,99.96
Model_Series_-7K,0,0.0,99.96
Model_Series_-7E,0,0.0,99.96
Model_Series_-7B,0,0.0,99.96
Model_Series_-6LK,0,0.0,99.96
Model_Series_-6LC,0,0.0,99.96
Model_Series_-6K,0,0.0,99.96
Model_Series_-6E,0,0.0,99.96
Model_Series_-6C,0,0.0,99.96
Model_Series_-6B,0,0.0,99.96
Model_Series_-6A,0,0.0,99.96
Model_Series_21KomStatII,0,0.0,99.96
Model_Series_2B,0,0.0,99.96
Model_Series_IV,0,0.0,99.96
Model_Series_2T,0,0.0,99.96
Model_Series_H,0,0.0,99.96
Model_Series_GALEO,0,0.0,99.96
Model_Series_G,0,0.0,99.96
Model_Series_Elite,0,0.0,99.96
Model_Series_EX,0,0.0,99.96
Model_Series_E,0,0.0,99.96
Model_Series_D7,0,0.0,99.96
Model_Series_D,0,0.0,99.96
Model_Series_AWS,0,0.0,99.96
Model_Series_A,0,0.0,99.96
Model_Series_8,0,0.0,99.96
Model_Series_7L,0,0.0,99.96
Model_Series_7A,0,0.0,99.96
Model_Series_6LK,0,0.0,99.96
Model_Series_6LE,0,0.0,99.96
Model_Series_6L,0,0.0,99.96
Model_Series_6F,0,0.0,99.96
Model_Series_5N,0,0.0,99.96
Model_Series_4,0,0.0,99.96
Model_Series_3C,0,0.0,99.96
Model_Series_3A,0,0.0,99.96
Base_Model_S450,0,0.0,99.96
Base_Model_S300,0,0.0,99.96
Base_Model_BX23,0,0.0,99.96
Base_Model_G930,0,0.0,99.96
Base_Model_GD525,0,0.0,99.96
Base_Model_GD515,0,0.0,99.96
Base_Model_GD405,0,0.0,99.96
Base_Model_GD31,0,0.0,99.96
Base_Model_GC120,0,0.0,99.96
Base_Model_G990,0,0.0,99.96
Base_Model_G970,0,0.0,99.96
Base_Model_G960,0,0.0,99.96
Base_Model_G940,0,0.0,99.96
Base_Model_G936,0,0.0,99.96
Base_Model_G926,0,0.0,99.96
Base_Model_EX450,0,0.0,99.96
Base_Model_G910,0,0.0,99.96
Base_Model_G86,0,0.0,99.96
Base_Model_G80,0,0.0,99.96
Base_Model_G780,0,0.0,99.96
Base_Model_G746,0,0.0,99.96
Base_Model_G740,0,0.0,99.96
Base_Model_G736,0,0.0,99.96
Base_Model_G730,0,0.0,99.96
Base_Model_G726,0,0.0,99.96
Base_Model_G720,0,0.0,99.96
Base_Model_GD530,0,0.0,99.96
Base_Model_GD555,0,0.0,99.96
Base_Model_GD605,0,0.0,99.96
Base_Model_GD615,0,0.0,99.96
Base_Model_GE353,0,0.0,99.96
Base_Model_GE342,0,0.0,99.96
Base_Model_GE303,0,0.0,99.96
Base_Model_GE292,0,0.0,99.96
Base_Model_GE253,0,0.0,99.96
Base_Model_GE223,0,0.0,99.96
Base_Model_GE222,0,0.0,99.96
Base_Model_GE192,0,0.0,99.96
Base_Model_GE153,0,0.0,99.96
Base_Model_GE142,0,0.0,99.96
Base_Model_GE1202,0,0.0,99.96
Base_Model_GD850,0,0.0,99.96
Base_Model_GD825,0,0.0,99.96
Base_Model_GD750,0,0.0,99.96
Base_Model_GD725,0,0.0,99.96
Base_Model_GD705,0,0.0,99.96
Base_Model_GD675,0,0.0,99.96
Base_Model_GD670,0,0.0,99.96
Base_Model_GD650,0,0.0,99.96
Base_Model_GD625,0,0.0,99.96
Base_Model_GD623,0,0.0,99.96
Base_Model_G710,0,0.0,99.96
Base_Model_G60,0,0.0,99.96
Base_Model_G550,0,0.0,99.96
Base_Model_FD9,0,0.0,99.96
Base_Model_FD8,0,0.0,99.96
Base_Model_FD7,0,0.0,99.96
Base_Model_FD5,0,0.0,99.96
Base_Model_FD45,0,0.0,99.96
Base_Model_FD255,0,0.0,99.96
Base_Model_FD20,0,0.0,99.96
Base_Model_FD195,0,0.0,99.96
Base_Model_FD175,0,0.0,99.96
Base_Model_FD145,0,0.0,99.96
Base_Model_FD14,0,0.0,99.96
Base_Model_F1700,0,0.0,99.96
Base_Model_F1500,0,0.0,99.96
Base_Model_EX90,0,0.0,99.96
Base_Model_EX800,0,0.0,99.96
Base_Model_EX80,0,0.0,99.96
Base_Model_EX750,0,0.0,99.96
Base_Model_EX75,0,0.0,99.96
Base_Model_EX600,0,0.0,99.96
Base_Model_EX58,0,0.0,99.96
Base_Model_EX550,0,0.0,99.96
Base_Model_EX55,0,0.0,99.96
Base_Model_FD80,0,0.0,99.96
Base_Model_FE20,0,0.0,99.96
Base_Model_G520,0,0.0,99.96
Base_Model_FE28,0,0.0,99.96
Base_Model_G350,0,0.0,99.96
Base_Model_G220,0,0.0,99.96
Base_Model_G200,0,0.0,99.96
Base_Model_G140,0,0.0,99.96
Base_Model_FR9,0,0.0,99.96
Base_Model_FR7,0,0.0,99.96
Base_Model_FR35,0,0.0,99.96
Base_Model_FR30,0,0.0,99.96
Base_Model_FR20,0,0.0,99.96
Base_Model_FR15,0,0.0,99.96
Model_Description_PC70FR,0,0.0,99.96
Base_Model_FR10,0,0.0,99.96
Base_Model_FL330,0,0.0,99.96
Base_Model_FL230,0,0.0,99.96
Base_Model_FL200-1,0,0.0,99.96
Base_Model_FL170,0,0.0,99.96
Base_Model_FL150,0,0.0,99.96
Base_Model_FL120,0,0.0,99.96
Base_Model_FG95,0,0.0,99.96
Base_Model_FG105,0,0.0,99.96
Base_Model_FE40,0,0.0,99.96
Base_Model_GE362,0,0.0,99.96
Base_Model_GE373,0,0.0,99.96
Base_Model_GE502,0,0.0,99.96
Base_Model_IT18,0,0.0,99.96
Base_Model_IT12,0,0.0,99.96
Base_Model_HW180,0,0.0,99.96
Base_Model_HSL810,0,0.0,99.96
Base_Model_HSL610,0,0.0,99.96
Base_Model_HSL600,0,0.0,99.96
Base_Model_HR42,0,0.0,99.96
Base_Model_HR40,0,0.0,99.96
Base_Model_HR32,0,0.0,99.96
Base_Model_HR31,0,0.0,99.96
Base_Model_HR2_0,0,0.0,99.96
Base_Model_HR18,0,0.0,99.96
Base_Model_HR16,0,0.0,99.96
Base_Model_HR14,0,0.0,99.96
Base_Model_HR13,0,0.0,99.96
Base_Model_HR12,0,0.0,99.96
Base_Model_HR11,0,0.0,99.96
Base_Model_HR1_5,0,0.0,99.96
Base_Model_HOUGH,0,0.0,99.96
Base_Model_HL780,0,0.0,99.96
Base_Model_HL770,0,0.0,99.96
Base_Model_HL757,0,0.0,99.96
Base_Model_IT14,0,0.0,99.96
Base_Model_IT24,0,0.0,99.96
Base_Model_HL730,0,0.0,99.96
Base_Model_IT38,0,0.0,99.96
Base_Model_KH040,0,0.0,99.96
Base_Model_KBD65,0,0.0,99.96
Base_Model_K935,0,0.0,99.96
Base_Model_K916,0,0.0,99.96
Base_Model_K914,0,0.0,99.96
Base_Model_K912,0,0.0,99.96
Base_Model_K909,0,0.0,99.96
Base_Model_K907,0,0.0,99.96
Base_Model_K905,0,0.0,99.96
Base_Model_K904,0,0.0,99.96
Base_Model_K903,0,0.0,99.96
Base_Model_JZ70,0,0.0,99.96
Base_Model_JZ140,0,0.0,99.96
Base_Model_JS460,0,0.0,99.96
Base_Model_JS330,0,0.0,99.96
Base_Model_JS260,0,0.0,99.96
Base_Model_JS240,0,0.0,99.96
Base_Model_JS200,0,0.0,99.96
Base_Model_JS180,0,0.0,99.96
Base_Model_JS160,0,0.0,99.96
Base_Model_IT62,0,0.0,99.96
Base_Model_HL750,0,0.0,99.96
Base_Model_HL4400,0,0.0,99.96
Base_Model_GE602,0,0.0,99.96
Base_Model_HA170,0,0.0,99.96
Base_Model_H80,0,0.0,99.96
Base_Model_H750,0,0.0,99.96
Base_Model_H70,0,0.0,99.96
Base_Model_H65,0,0.0,99.96
Base_Model_H600,0,0.0,99.96
Base_Model_H60,0,0.0,99.96
Base_Model_H560,0,0.0,99.96
Base_Model_H50,0,0.0,99.96
Base_Model_H418,0,0.0,99.96
Base_Model_H400,0,0.0,99.96
Base_Model_H3500,0,0.0,99.96
Base_Model_H3000,0,0.0,99.96
Base_Model_H30,0,0.0,99.96
Base_Model_H2500,0,0.0,99.96
Base_Model_H2000,0,0.0,99.96
Base_Model_H1750,0,0.0,99.96
Base_Model_H14,0,0.0,99.96
Base_Model_H120,0,0.0,99.96
Base_Model_H100,0,0.0,99.96
Base_Model_GX20,0,0.0,99.96
Base_Model_GT3300,0,0.0,99.96
Base_Model_H800,0,0.0,99.96
Base_Model_HA290,0,0.0,99.96
Base_Model_HL35,0,0.0,99.96
Base_Model_HA380,0,0.0,99.96
Base_Model_HL25,0,0.0,99.96
Base_Model_HL17,0,0.0,99.96
Base_Model_HE50,0,0.0,99.96
Base_Model_HE450,0,0.0,99.96
Base_Model_HE360,0,0.0,99.96
Base_Model_HE280,0,0.0,99.96
Base_Model_HE200,0,0.0,99.96
Base_Model_HE130,0,0.0,99.96
Base_Model_HD770,0,0.0,99.96
Base_Model_HD550,0,0.0,99.96
Base_Model_HD4810,0,0.0,99.96
Base_Model_HD4520,0,0.0,99.96
Base_Model_HD4500,0,0.0,99.96
Base_Model_HD450,0,0.0,99.96
Base_Model_HD307,0,0.0,99.96
Base_Model_HD21,0,0.0,99.96
Base_Model_HD1880,0,0.0,99.96
Base_Model_HD14,0,0.0,99.96
Base_Model_HD1220,0,0.0,99.96
Base_Model_HD11,0,0.0,99.96
Base_Model_HC300,0,0.0,99.96
Base_Model_EX50,0,0.0,99.96
Base_Model_EX45,0,0.0,99.96
Base_Model_S280,0,0.0,99.96
Base_Model_D11,0,0.0,99.96
Base_Model_D41,0,0.0,99.96
Base_Model_D40,0,0.0,99.96
Base_Model_D39,0,0.0,99.96
Base_Model_D38,0,0.0,99.96
Base_Model_D355,0,0.0,99.96
Base_Model_D30,0,0.0,99.96
Base_Model_D275,0,0.0,99.96
Base_Model_D2,0,0.0,99.96
Base_Model_D150,0,0.0,99.96
Base_Model_D135,0,0.0,99.96
Base_Model_CX800,0,0.0,99.96
Base_Model_EX40,0,0.0,99.96
Base_Model_CX80,0,0.0,99.96
Base_Model_CX75,0,0.0,99.96
Base_Model_CX70,0,0.0,99.96
Base_Model_CX60,0,0.0,99.96
Base_Model_CX50,0,0.0,99.96
Base_Model_CX47,0,0.0,99.96
Base_Model_CX460,0,0.0,99.96
Base_Model_CX36,0,0.0,99.96
Base_Model_CX330,0,0.0,99.96
Base_Model_CX31,0,0.0,99.96
Base_Model_D455,0,0.0,99.96
Base_Model_D475,0,0.0,99.96
Base_Model_D50,0,0.0,99.96
Base_Model_D51,0,0.0,99.96
Base_Model_DC150,0,0.0,99.96
Base_Model_DC100,0,0.0,99.96
Base_Model_D95,0,0.0,99.96
Base_Model_D87,0,0.0,99.96
Base_Model_D85,0,0.0,99.96
Base_Model_D83,0,0.0,99.96
Base_Model_D800,0,0.0,99.96
Base_Model_D80,0,0.0,99.96
Base_Model_D750,0,0.0,99.96
Base_Model_D75,0,0.0,99.96
Base_Model_D715,0,0.0,99.96
Base_Model_D700,0,0.0,99.96
Base_Model_D68,0,0.0,99.96
Base_Model_D63,0,0.0,99.96
Base_Model_D61,0,0.0,99.96
Base_Model_D600,0,0.0,99.96
Base_Model_D60,0,0.0,99.96
Base_Model_D58P,0,0.0,99.96
Base_Model_D58,0,0.0,99.96
Base_Model_D560,0,0.0,99.96
