feature,importance,importance_pct,cumulative_pct
Base_Model_MF55,0,0.0,99.96
Base_Model_MF470,0,0.0,99.96
Base_Model_MF44,0,0.0,99.96
Base_Model_MEGA400,0,0.0,99.96
Base_Model_MEGA300,0,0.0,99.96
Base_Model_MEGA160,0,0.0,99.96
Base_Model_MEGA_400,0,0.0,99.96
Base_Model_MEGA_300,0,0.0,99.96
Base_Model_MEGA_250,0,0.0,99.96
Base_Model_MEGA_160,0,0.0,99.96
Base_Model_ME8002,0,0.0,99.96
Base_Model_ME6003,0,0.0,99.96
Base_Model_M750,0,0.0,99.96
Base_Model_M650,0,0.0,99.96
Base_Model_LS150,0,0.0,99.96
Base_Model_LW230,0,0.0,99.96
Base_Model_LW170,0,0.0,99.96
Base_Model_LW130,0,0.0,99.96
Base_Model_LW110,0,0.0,99.96
Base_Model_LV80,0,0.0,99.96
Base_Model_LT185,0,0.0,99.96
Base_Model_LS78,0,0.0,99.96
Base_Model_LS7400,0,0.0,99.96
Base_Model_LS6400,0,0.0,99.96
Base_Model_LS5800,0,0.0,99.96
Base_Model_LS5400,0,0.0,99.96
Base_Model_LS4800,0,0.0,99.96
Base_Model_LS4300,0,0.0,99.96
Base_Model_LS3400,0,0.0,99.96
Base_Model_LS2700,0,0.0,99.96
Base_Model_LS2650,0,0.0,99.96
Base_Model_LS190,0,0.0,99.96
Base_Model_LS185,0,0.0,99.96
Base_Model_LS180,0,0.0,99.96
Base_Model_LS170,0,0.0,99.96
Base_Model_LS1600,0,0.0,99.96
Base_Model_LS160,0,0.0,99.96
Base_Model_LW190,0,0.0,99.96
Base_Model_LW270,0,0.0,99.96
Base_Model_M65,0,0.0,99.96
Base_Model_LW50,0,0.0,99.96
Base_Model_M600,0,0.0,99.96
Base_Model_M550,0,0.0,99.96
Base_Model_M500,0,0.0,99.96
Base_Model_M2208,0,0.0,99.96
Base_Model_LX985,0,0.0,99.96
Base_Model_LX885,0,0.0,99.96
Base_Model_LX865,0,0.0,99.96
Base_Model_LX855,0,0.0,99.96
Base_Model_LX70,0,0.0,99.96
Base_Model_LX665,0,0.0,99.96
Base_Model_LX565,0,0.0,99.96
Base_Model_LX50,0,0.0,99.96
Base_Model_LX485,0,0.0,99.96
Base_Model_LX465,0,0.0,99.96
Base_Model_LX40,0,0.0,99.96
Base_Model_LX30,0,0.0,99.96
Base_Model_LX20,0,0.0,99.96
Base_Model_LX150,0,0.0,99.96
Base_Model_LX100,0,0.0,99.96
Base_Model_LW90,0,0.0,99.96
Base_Model_LW80,0,0.0,99.96
Model_Description_PC75,0,0.0,99.96
Model_Description_PC270LC7,0,0.0,99.96
Model_Description_PC70,0,0.0,99.96
Model_Description_742,0,0.0,99.96
Model_Description_750,0,0.0,99.96
Model_Description_75_MSR_SPIN_ACE,0,0.0,99.96
Model_Description_747B,0,0.0,99.96
Model_Description_747,0,0.0,99.96
Model_Description_744J,0,0.0,99.96
Model_Description_744HMH,0,0.0,99.96
Model_Description_744H,0,0.0,99.96
Model_Description_744E,0,0.0,99.96
Model_Description_743B,0,0.0,99.96
Model_Description_743,0,0.0,99.96
Model_Description_742B,0,0.0,99.96
Model_Description_741,0,0.0,99.96
Model_Description_750A,0,0.0,99.96
Model_Description_740A,0,0.0,99.96
Model_Description_740,0,0.0,99.96
Model_Description_736VHP,0,0.0,99.96
Model_Description_736AVHP,0,0.0,99.96
Model_Description_736AIV,0,0.0,99.96
Model_Description_736A,0,0.0,99.96
Model_Description_732,0,0.0,99.96
Model_Description_731,0,0.0,99.96
Model_Description_730VHP,0,0.0,99.96
Model_Description_730B,0,0.0,99.96
Model_Description_730AVHP,0,0.0,99.96
Model_Description_7500,0,0.0,99.96
Model_Description_750BLGP,0,0.0,99.96
Model_Description_821B,0,0.0,99.96
Model_Description_750JLGP,0,0.0,99.96
Model_Description_751G,0,0.0,99.96
Model_Description_751F,0,0.0,99.96
Model_Description_751,0,0.0,99.96
Model_Description_750LT,0,0.0,99.96
Model_Description_750LGP,0,0.0,99.96
Model_Description_750KWT,0,0.0,99.96
Model_Description_750KLTII,0,0.0,99.96
Model_Description_750KLT,0,0.0,99.96
Model_Description_750KLGP,0,0.0,99.96
Model_Description_750K,0,0.0,99.96
Model_Description_750JLT,0,0.0,99.96
Model_Description_750J,0,0.0,99.96
Model_Description_750BLT,0,0.0,99.96
Model_Description_750HWT,0,0.0,99.96
Model_Description_750HLT,0,0.0,99.96
Model_Description_750H,0,0.0,99.96
Model_Description_750GLGP,0,0.0,99.96
Model_Description_750E,0,0.0,99.96
Model_Description_750CLT,0,0.0,99.96
Model_Description_750CLGP,0,0.0,99.96
Model_Description_750CIILT,0,0.0,99.96
Model_Description_750CIILGP,0,0.0,99.96
Model_Description_750CII,0,0.0,99.96
Model_Description_750C,0,0.0,99.96
Model_Description_730AIV,0,0.0,99.96
Model_Description_730A,0,0.0,99.96
Model_Description_730,0,0.0,99.96
Model_Description_70ZII,0,0.0,99.96
Model_Description_710VHP,0,0.0,99.96
Model_Description_710D,0,0.0,99.96
Model_Description_710C,0,0.0,99.96
Model_Description_710B,0,0.0,99.96
Model_Description_710A,0,0.0,99.96
Model_Description_710,0,0.0,99.96
Model_Description_70ZV-2,0,0.0,99.96
Model_Description_70ZV,0,0.0,99.96
Model_Description_70ZIV-2,0,0.0,99.96
Model_Description_70ZIV,0,0.0,99.96
Model_Description_70ZIII,0,0.0,99.96
Model_Description_70Z,0,0.0,99.96
Model_Description_7281,0,0.0,99.96
Model_Description_70XT,0,0.0,99.96
Model_Description_70SR,0,0.0,99.96
Model_Description_70D,0,0.0,99.96
Model_Description_700JXLT,0,0.0,99.96
Model_Description_700JLT,0,0.0,99.96
Model_Description_700JLGP,0,0.0,99.96
Model_Description_700J,0,0.0,99.96
Model_Description_700HXLT,0,0.0,99.96
Model_Description_700HLT,0,0.0,99.96
Model_Description_700HLGP,0,0.0,99.96
Model_Description_700H,0,0.0,99.96
Model_Description_715,0,0.0,99.96
Model_Description_715A,0,0.0,99.96
Model_Description_716A,0,0.0,99.96
Model_Description_716AVHP,0,0.0,99.96
Model_Description_7271B,0,0.0,99.96
Model_Description_726B,0,0.0,99.96
Model_Description_7261AA,0,0.0,99.96
Model_Description_7251B,0,0.0,99.96
Model_Description_7251,0,0.0,99.96
Model_Description_724J,0,0.0,99.96
Model_Description_7231B,0,0.0,99.96
Model_Description_7231,0,0.0,99.96
Model_Description_7221B,0,0.0,99.96
Model_Description_722,0,0.0,99.96
Model_Description_721T,0,0.0,99.96
Model_Description_721E,0,0.0,99.96
Model_Description_721DXT,0,0.0,99.96
Model_Description_721D,0,0.0,99.96
Model_Description_721CXT,0,0.0,99.96
Model_Description_721CR,0,0.0,99.96
Model_Description_721BXT,0,0.0,99.96
Model_Description_721B,0,0.0,99.96
Model_Description_720AVHP,0,0.0,99.96
Model_Description_720AIVVHP,0,0.0,99.96
Model_Description_720AIV,0,0.0,99.96
Model_Description_720A,0,0.0,99.96
Model_Description_720,0,0.0,99.96
Model_Description_753B,0,0.0,99.96
Model_Description_753C,0,0.0,99.96
Model_Description_753F,0,0.0,99.96
Model_Description_802_7,0,0.0,99.96
Model_Description_804,0,0.0,99.96
Model_Description_803PLUS,0,0.0,99.96
Model_Description_8032ZTS,0,0.0,99.96
Model_Description_8032Z,0,0.0,99.96
Model_Description_8032,0,0.0,99.96
Model_Description_8030,0,0.0,99.96
Model_Description_803,0,0.0,99.96
Model_Description_8027Z,0,0.0,99.96
Model_Description_8027,0,0.0,99.96
Model_Description_8025ZTS,0,0.0,99.96
Model_Description_8025,0,0.0,99.96
Model_Description_802,0,0.0,99.96
Model_Description_8,0,0.0,99.96
Model_Description_8018,0,0.0,99.96
Model_Description_8017,0,0.0,99.96
Model_Description_8015,0,0.0,99.96
Model_Description_8014,0,0.0,99.96
Model_Description_801_7,0,0.0,99.96
Model_Description_801_5,0,0.0,99.96
Model_Description_801_4,0,0.0,99.96
Model_Description_801,0,0.0,99.96
Model_Description_800C,0,0.0,99.96
Model_Description_8008,0,0.0,99.96
Model_Description_8000,0,0.0,99.96
Model_Description_804_SUPER,0,0.0,99.96
Model_Description_8040,0,0.0,99.96
Model_Description_8040ZTS,0,0.0,99.96
Model_Description_8045,0,0.0,99.96
Model_Description_820-2,0,0.0,99.96
Model_Description_820,0,0.0,99.96
Model_Description_810A,0,0.0,99.96
Model_Description_80ZV-2,0,0.0,99.96
Model_Description_80ZV,0,0.0,99.96
Model_Description_80ZIV-2,0,0.0,99.96
Model_Description_80ZIV,0,0.0,99.96
Model_Description_80ZIII,0,0.0,99.96
Model_Description_80ZII,0,0.0,99.96
Model_Description_80Z,0,0.0,99.96
Model_Description_80NX3,0,0.0,99.96
Model_Description_80NX,0,0.0,99.96
Model_Description_80MSR_SPIN_ACE,0,0.0,99.96
Model_Description_80CS,0,0.0,99.96
Model_Description_808A,0,0.0,99.96
Model_Description_8080ZTS,0,0.0,99.96
Model_Description_8060,0,0.0,99.96
Model_Description_806,0,0.0,99.96
Model_Description_8052,0,0.0,99.96
Model_Description_8050,0,0.0,99.96
Model_Description_805_2,0,0.0,99.96
Model_Description_804S,0,0.0,99.96
Model_Description_8045Z,0,0.0,99.96
Model_Description_80,0,0.0,99.96
Model_Description_792LC,0,0.0,99.96
Model_Description_753G,0,0.0,99.96
Model_Description_763H,0,0.0,99.96
Model_Description_772BH,0,0.0,99.96
Model_Description_772B,0,0.0,99.96
Model_Description_772A,0,0.0,99.96
Model_Description_772,0,0.0,99.96
Model_Description_770D,0,0.0,99.96
Model_Description_770CHII,0,0.0,99.96
Model_Description_770C,0,0.0,99.96
Model_Description_770BH,0,0.0,99.96
Model_Description_770B,0,0.0,99.96
Model_Description_770,0,0.0,99.96
Model_Description_763HF,0,0.0,99.96
Model_Description_763G,0,0.0,99.96
Model_Description_792DLC,0,0.0,99.96
Model_Description_763F,0,0.0,99.96
Model_Description_763C,0,0.0,99.96
Model_Description_760,0,0.0,99.96
Model_Description_76,0,0.0,99.96
Model_Description_75XT,0,0.0,99.96
Model_Description_75CZTS,0,0.0,99.96
Model_Description_75C,0,0.0,99.96
Model_Description_75B,0,0.0,99.96
Model_Description_755B,0,0.0,99.96
Model_Description_755,0,0.0,99.96
Model_Description_753H,0,0.0,99.96
Model_Description_772C,0,0.0,99.96
Model_Description_772CH,0,0.0,99.96
Model_Description_772CHII,0,0.0,99.96
Model_Description_772CHSeriesII,0,0.0,99.96
Model_Description_792D,0,0.0,99.96
Model_Description_792,0,0.0,99.96
Model_Description_790LC,0,0.0,99.96
Model_Description_790ELC,0,0.0,99.96
Model_Description_790E,0,0.0,99.96
Model_Description_790DLC,0,0.0,99.96
Model_Description_790D,0,0.0,99.96
Model_Description_7810E,0,0.0,99.96
Model_Description_780D,0,0.0,99.96
Model_Description_780CK,0,0.0,99.96
Model_Description_780C,0,0.0,99.96
Model_Description_780B,0,0.0,99.96
Model_Description_780AVIVHP,0,0.0,99.96
Model_Description_780AVHP,0,0.0,99.96
Model_Description_780A,0,0.0,99.96
Model_Description_7775,0,0.0,99.96
Model_Description_7753,0,0.0,99.96
Model_Description_775,0,0.0,99.96
Model_Description_773TURBO,0,0.0,99.96
Model_Description_773T,0,0.0,99.96
Model_Description_773G,0,0.0,99.96
Model_Description_773F,0,0.0,99.96
Model_Description_772D,0,0.0,99.96
Model_Description_70,0,0.0,99.96
Model_Description_693D,0,0.0,99.96
Model_Description_693C,0,0.0,99.96
Model_Description_590T,0,0.0,99.96
Model_Description_608S,0,0.0,99.96
Model_Description_608L,0,0.0,99.96
Model_Description_608B,0,0.0,99.96
Model_Description_605T,0,0.0,99.96
Model_Description_605B,0,0.0,99.96
Model_Description_605,0,0.0,99.96
Model_Description_600CLC,0,0.0,99.96
Model_Description_600B,0,0.0,99.96
Model_Description_6000C,0,0.0,99.96
Model_Description_6000B,0,0.0,99.96
Model_Description_595SUPER_LE,0,0.0,99.96
Model_Description_590SUPER_MII,0,0.0,99.96
Model_Description_580SUPERLII,0,0.0,99.96
Model_Description_590SUPER_M,0,0.0,99.96
Model_Description_590SUPER_LII,0,0.0,99.96
Model_Description_590SUPER_L,0,0.0,99.96
Model_Description_590SUPER_K,0,0.0,99.96
Model_Description_590S,0,0.0,99.96
Model_Description_590M,0,0.0,99.96
Model_Description_590L,0,0.0,99.96
Model_Description_590DLC,0,0.0,99.96
Model_Description_590D,0,0.0,99.96
Model_Description_590B,0,0.0,99.96
Model_Description_590,0,0.0,99.96
Model_Description_60C,0,0.0,99.96
Model_Description_60D,0,0.0,99.96
Model_Description_60SR,0,0.0,99.96
Model_Description_60Z,0,0.0,99.96
Model_Description_624E,0,0.0,99.96
Model_Description_621ZF,0,0.0,99.96
Model_Description_621E,0,0.0,99.96
Model_Description_621DXT,0,0.0,99.96
Model_Description_621DXR,0,0.0,99.96
Model_Description_621D,0,0.0,99.96
Model_Description_621CXT,0,0.0,99.96
Model_Description_621CXR,0,0.0,99.96
Model_Description_621C,0,0.0,99.96
Model_Description_621BXT,0,0.0,99.96
Model_Description_621B,0,0.0,99.96
Model_Description_621,0,0.0,99.96
Model_Description_620FB,0,0.0,99.96
Model_Description_6200LC,0,0.0,99.96
Model_Description_61CK,0,0.0,99.96
Model_Description_610C,0,0.0,99.96
Model_Description_610B,0,0.0,99.96
Model_Description_610,0,0.0,99.96
Model_Description_60ZV,0,0.0,99.96
Model_Description_60ZIV-2,0,0.0,99.96
Model_Description_60ZIV,0,0.0,99.96
Model_Description_60ZIII,0,0.0,99.96
Model_Description_60ZII,0,0.0,99.96
Model_Description_580SUPERLIV,0,0.0,99.96
Model_Description_580SUPERG,0,0.0,99.96
Model_Description_630,0,0.0,99.96
Model_Description_5635SXT,0,0.0,99.96
Model_Description_5800Q,0,0.0,99.96
Model_Description_575E,0,0.0,99.96
Model_Description_575D,0,0.0,99.96
Model_Description_570XT,0,0.0,99.96
Model_Description_570XLT,0,0.0,99.96
Model_Description_570LXTII,0,0.0,99.96
Model_Description_570C,0,0.0,99.96
Model_Description_566L,0,0.0,99.96
Model_Description_566,0,0.0,99.96
Model_Description_565T,0,0.0,99.96
Model_Description_5640E,0,0.0,99.96
Model_Description_5635SX,0,0.0,99.96
Model_Description_580SUPER_R,0,0.0,99.96
Model_Description_5635II,0,0.0,99.96
Model_Description_5625,0,0.0,99.96
Model_Description_560C,0,0.0,99.96
Model_Description_560B,0,0.0,99.96
Model_Description_560,0,0.0,99.96
Model_Description_56,0,0.0,99.96
Model_Description_55N2,0,0.0,99.96
Model_Description_55N,0,0.0,99.96
Model_Description_55J,0,0.0,99.96
Model_Description_55C,0,0.0,99.96
Model_Description_55B,0,0.0,99.96
Model_Description_580D,0,0.0,99.96
Model_Description_580H______,0,0.0,99.96
Model_Description_580K,0,0.0,99.96
Model_Description_580KIII,0,0.0,99.96
Model_Description_580SUPER_MIII,0,0.0,99.96
Model_Description_580SUPER_MII,0,0.0,99.96
Model_Description_580SUPER_M_PLUSII,0,0.0,99.96
Model_Description_580SUPER_M_PLUS,0,0.0,99.96
Model_Description_580SUPER_M,0,0.0,99.96
Model_Description_580SUPER_LII,0,0.0,99.96
Model_Description_580SUPER_LE,0,0.0,99.96
Model_Description_580SUPER_L,0,0.0,99.96
Model_Description_580SUPER_KTURBO,0,0.0,99.96
Model_Description_580SUPER_KII,0,0.0,99.96
Model_Description_580SUPER_K,0,0.0,99.96
Model_Description_580SUPER_E,0,0.0,99.96
Model_Description_580S,0,0.0,99.96
Model_Description_580MXT,0,0.0,99.96
Model_Description_580MTII,0,0.0,99.96
Model_Description_580MT,0,0.0,99.96
Model_Description_580MIII,0,0.0,99.96
Model_Description_580MII,0,0.0,99.96
Model_Description_580M,0,0.0,99.96
Model_Description_580LS,0,0.0,99.96
Model_Description_580LL,0,0.0,99.96
Model_Description_580LII,0,0.0,99.96
Model_Description_580L_XT,0,0.0,99.96
Model_Description_624K,0,0.0,99.96
Model_Description_6300LC,0,0.0,99.96
Model_Description_693B,0,0.0,99.96
Model_Description_6640E,0,0.0,99.96
Model_Description_670D,0,0.0,99.96
Model_Description_670CHII,0,0.0,99.96
Model_Description_670CH,0,0.0,99.96
Model_Description_670C,0,0.0,99.96
Model_Description_670A,0,0.0,99.96
Model_Description_670,0,0.0,99.96
Model_Description_6675,0,0.0,99.96
Model_Description_6655L,0,0.0,99.96
Model_Description_6655,0,0.0,99.96
Model_Description_6644L,0,0.0,99.96
Model_Description_6644,0,0.0,99.96
Model_Description_6640,0,0.0,99.96
Model_Description_65ZTM,0,0.0,99.96
Model_Description_6635SXT,0,0.0,99.96
Model_Description_6633L,0,0.0,99.96
Model_Description_6633,0,0.0,99.96
Model_Description_6627,0,0.0,99.96
Model_Description_6625L,0,0.0,99.96
Model_Description_6620LC,0,0.0,99.96
Model_Description_6620,0,0.0,99.96
Model_Description_6614,0,0.0,99.96
Model_Description_6612,0,0.0,99.96
Model_Description_65ZV,0,0.0,99.96
Model_Description_65ZTMV,0,0.0,99.96
Model_Description_672B,0,0.0,99.96
Model_Description_672CH,0,0.0,99.96
Model_Description_672CHII,0,0.0,99.96
Model_Description_672CHVHP/AWD,0,0.0,99.96
Model_Description_690ELC,0,0.0,99.96
Model_Description_690EL,0,0.0,99.96
Model_Description_690E,0,0.0,99.96
Model_Description_690DLC,0,0.0,99.96
Model_Description_690D,0,0.0,99.96
Model_Description_690C,0,0.0,99.96
Model_Description_690B,0,0.0,99.96
Model_Description_690A,0,0.0,99.96
Model_Description_690,0,0.0,99.96
Model_Description_688D,0,0.0,99.96
Model_Description_685B,0,0.0,99.96
Model_Description_685,0,0.0,99.96
Model_Description_680L,0,0.0,99.96
Model_Description_680K,0,0.0,99.96
Model_Description_680H,0,0.0,99.96
Model_Description_680G,0,0.0,99.96
Model_Description_680E,0,0.0,99.96
Model_Description_680B,0,0.0,99.96
Model_Description_680,0,0.0,99.96
Model_Description_675E,0,0.0,99.96
Model_Description_675D,0,0.0,99.96
Model_Description_675B,0,0.0,99.96
Model_Description_672D,0,0.0,99.96
Model_Description_65ZTMIV,0,0.0,99.96
Model_Description_65ZIV-2,0,0.0,99.96
Model_Description_631,0,0.0,99.96
Model_Description_644J,0,0.0,99.96
Model_Description_650GWT,0,0.0,99.96
Model_Description_650GTC,0,0.0,99.96
Model_Description_650GLT,0,0.0,99.96
Model_Description_650GLGP,0,0.0,99.96
Model_Description_650GIVLT,0,0.0,99.96
Model_Description_650GIVLGP,0,0.0,99.96
Model_Description_650GIV,0,0.0,99.96
Model_Description_650C,0,0.0,99.96
Model_Description_650,0,0.0,99.96
Model_Description_65,0,0.0,99.96
Model_Description_645,0,0.0,99.96
Model_Description_644D,0,0.0,99.96
Model_Description_65ZIV,0,0.0,99.96
Model_Description_644B,0,0.0,99.96
Model_Description_644A,0,0.0,99.96
Model_Description_644,0,0.0,99.96
Model_Description_643,0,0.0,99.96
Model_Description_642B,0,0.0,99.96
Model_Description_642,0,0.0,99.96
Model_Description_641,0,0.0,99.96
Model_Description_640,0,0.0,99.96
Model_Description_635B,0,0.0,99.96
Model_Description_635,0,0.0,99.96
Model_Description_632,0,0.0,99.96
Model_Description_650H,0,0.0,99.96
Model_Description_650HLT,0,0.0,99.96
Model_Description_650HWT,0,0.0,99.96
Model_Description_650HXLT,0,0.0,99.96
Model_Description_65ZIII,0,0.0,99.96
Model_Description_65ZII,0,0.0,99.96
Model_Description_65Z,0,0.0,99.96
Model_Description_65TMV,0,0.0,99.96
Model_Description_65TM-2,0,0.0,99.96
Model_Description_65TM,0,0.0,99.96
Model_Description_655E,0,0.0,99.96
Model_Description_655D,0,0.0,99.96
Model_Description_655A,0,0.0,99.96
Model_Description_655,0,0.0,99.96
Model_Description_653G,0,0.0,99.96
Model_Description_653,0,0.0,99.96
Model_Description_650LGP,0,0.0,99.96
Model_Description_650KWT,0,0.0,99.96
Model_Description_650KLT,0,0.0,99.96
Model_Description_650KLGP,0,0.0,99.96
Model_Description_650KII,0,0.0,99.96
Model_Description_650K,0,0.0,99.96
Model_Description_650JXLT,0,0.0,99.96
Model_Description_650JLT,0,0.0,99.96
Model_Description_650JLGP,0,0.0,99.96
Model_Description_650J,0,0.0,99.96
Model_Description_650IVLGP,0,0.0,99.96
Model_Description_821,0,0.0,99.96
Model_Description_821BXR,0,0.0,99.96
Model_Description_D3117,0,0.0,99.96
Model_Description_BX23,0,0.0,99.96
Model_Description_C366,0,0.0,99.96
Model_Description_C28,0,0.0,99.96
Model_Description_C266,0,0.0,99.96
Model_Description_C24,0,0.0,99.96
Model_Description_C190,0,0.0,99.96
Model_Description_C185,0,0.0,99.96
Model_Description_C175,0,0.0,99.96
Model_Description_C166,0,0.0,99.96
Model_Description_C14B,0,0.0,99.96
Model_Description_C12B,0,0.0,99.96
Model_Description_BX70,0,0.0,99.96
Model_Description_BS3F,0,0.0,99.96
Model_Description_C475,0,0.0,99.96
Model_Description_BS3E,0,0.0,99.96
Model_Description_BM5350,0,0.0,99.96
Model_Description_BL70D,0,0.0,99.96
Model_Description_BL570,0,0.0,99.96
Model_Description_BL475,0,0.0,99.96
Model_Description_BL470,0,0.0,99.96
Model_Description_BL375,0,0.0,99.96
Model_Description_BL370B,0,0.0,99.96
Model_Description_BL370,0,0.0,99.96
Model_Description_BL275,0,0.0,99.96
Model_Description_BH80E,0,0.0,99.96
Model_Description_C451,0,0.0,99.96
Model_Description_C6,0,0.0,99.96
Model_Description_821C,0,0.0,99.96
Model_Description_CL35,0,0.0,99.96
Model_Description_CX130B,0,0.0,99.96
Model_Description_CX130,0,0.0,99.96
Model_Description_CX_4,0,0.0,99.96
Model_Description_CX_2,0,0.0,99.96
Model_Description_CTL80,0,0.0,99.96
Model_Description_CTL70,0,0.0,99.96
Model_Description_CTL60,0,0.0,99.96
Model_Description_CT332,0,0.0,99.96
Model_Description_CL65,0,0.0,99.96
Model_Description_CL55,0,0.0,99.96
Model_Description_CL45,0,0.0,99.96
Model_Description_CK62,0,0.0,99.96
Model_Description_C60A,0,0.0,99.96
Model_Description_CK35,0,0.0,99.96
Model_Description_CK25,0,0.0,99.96
Model_Description_CBL40,0,0.0,99.96
Model_Description_C86C,0,0.0,99.96
Model_Description_C86B,0,0.0,99.96
Model_Description_C86A,0,0.0,99.96
Model_Description_C80C,0,0.0,99.96
Model_Description_C80B,0,0.0,99.96
Model_Description_C80A,0,0.0,99.96
Model_Description_C70A,0,0.0,99.96
Model_Description_C60B,0,0.0,99.96
Model_Description_BH70,0,0.0,99.96
Model_Description_BH65,0,0.0,99.96
Model_Description_BD2J,0,0.0,99.96
Model_Description_A556,0,0.0,99.96
Model_Description_B12,0,0.0,99.96
Model_Description_AX50U,0,0.0,99.96
Model_Description_AX35U,0,0.0,99.96
Model_Description_AX352,0,0.0,99.96
Model_Description_AX27U,0,0.0,99.96
Model_Description_AL20DX,0,0.0,99.96
Model_Description_A62,0,0.0,99.96
Model_Description_A606,0,0.0,99.96
Model_Description_A600,0,0.0,99.96
Model_Description_A566E,0,0.0,99.96
Model_Description_A560E,0,0.0,99.96
Model_Description_A550E,0,0.0,99.96
Model_Description_BD2F,0,0.0,99.96
Model_Description_A550,0,0.0,99.96
Model_Description_A525,0,0.0,99.96
Model_Description_A500,0,0.0,99.96
Model_Description_A400E,0,0.0,99.96
Model_Description_A220,0,0.0,99.96
Model_Description_9NX2,0,0.0,99.96
Model_Description_994,0,0.0,99.96
Model_Description_992ELC,0,0.0,99.96
Model_Description_992E,0,0.0,99.96
Model_Description_992DLC,0,0.0,99.96
Model_Description_992D,0,0.0,99.96
Model_Description_B17,0,0.0,99.96
Model_Description_B17-2B,0,0.0,99.96
Model_Description_B200,0,0.0,99.96
Model_Description_B21TLB,0,0.0,99.96
Model_Description_BD2,0,0.0,99.96
Model_Description_B8250T,0,0.0,99.96
Model_Description_B8250,0,0.0,99.96
Model_Description_B7800,0,0.0,99.96
Model_Description_B7610,0,0.0,99.96
Model_Description_B6,0,0.0,99.96
Model_Description_B5370,0,0.0,99.96
Model_Description_B5060,0,0.0,99.96
Model_Description_B502B,0,0.0,99.96
Model_Description_B5,0,0.0,99.96
Model_Description_B4230CS1,0,0.0,99.96
Model_Description_B372B,0,0.0,99.96
Model_Description_B37,0,0.0,99.96
Model_Description_B3030HSD,0,0.0,99.96
Model_Description_B300,0,0.0,99.96
Model_Description_B3,0,0.0,99.96
Model_Description_B27-2B,0,0.0,99.96
Model_Description_B27,0,0.0,99.96
Model_Description_B2630HSD,0,0.0,99.96
Model_Description_B250B,0,0.0,99.96
Model_Description_B250,0,0.0,99.96
Model_Description_B22-2B,0,0.0,99.96
Model_Description_B22,0,0.0,99.96
Model_Description_CX130C,0,0.0,99.96
Model_Description_CX135,0,0.0,99.96
Model_Description_CX135SR,0,0.0,99.96
Model_Description_D20A-6,0,0.0,99.96
Model_Description_D20PL-6,0,0.0,99.96
Model_Description_D20P-7E,0,0.0,99.96
Model_Description_D20P-7,0,0.0,99.96
Model_Description_D20P-6LGP,0,0.0,99.96
Model_Description_D20P-6A,0,0.0,99.96
Model_Description_D20P-6,0,0.0,99.96
Model_Description_D20P-5LGP,0,0.0,99.96
Model_Description_D20P-5,0,0.0,99.96
Model_Description_D20AG,0,0.0,99.96
Model_Description_D20A-7E,0,0.0,99.96
Model_Description_D20A-7,0,0.0,99.96
Model_Description_D20A-5,0,0.0,99.96
Model_Description_D155,0,0.0,99.96
Model_Description_D20A,0,0.0,99.96
Model_Description_D20-7,0,0.0,99.96
Model_Description_D20,0,0.0,99.96
Model_Description_D2,0,0.0,99.96
Model_Description_D155C-1,0,0.0,99.96
Model_Description_D155AX-6,0,0.0,99.96
Model_Description_D155AX-3,0,0.0,99.96
Model_Description_D155AX,0,0.0,99.96
Model_Description_D155A-3,0,0.0,99.96
Model_Description_D155A-2,0,0.0,99.96
Model_Description_D155A,0,0.0,99.96
Model_Description_D21,0,0.0,99.96
Model_Description_D21A,0,0.0,99.96
Model_Description_D21A-6,0,0.0,99.96
Model_Description_D21A-7,0,0.0,99.96
Model_Description_D31,0,0.0,99.96
Model_Description_D30P18,0,0.0,99.96
Model_Description_D3,0,0.0,99.96
Model_Description_D275A-2,0,0.0,99.96
Model_Description_D21Q7,0,0.0,99.96
Model_Description_D21PL-6,0,0.0,99.96
Model_Description_D21PL-5,0,0.0,99.96
Model_Description_D21PL,0,0.0,99.96
Model_Description_D21PG,0,0.0,99.96
Model_Description_D21P7S,0,0.0,99.96
Model_Description_D21P-8,0,0.0,99.96
Model_Description_D21P-7LGP,0,0.0,99.96
Model_Description_D21P-7E,0,0.0,99.96
Model_Description_D21P-7,0,0.0,99.96
Model_Description_D21P-6LGP,0,0.0,99.96
Model_Description_D21P-6A,0,0.0,99.96
Model_Description_D21P-6,0,0.0,99.96
Model_Description_D21P-5LGP,0,0.0,99.96
Model_Description_D21P-5A,0,0.0,99.96
Model_Description_D21P,0,0.0,99.96
Model_Description_D21E-6,0,0.0,99.96
Model_Description_D21A-8,0,0.0,99.96
Model_Description_D21A-7E,0,0.0,99.96
Model_Description_D155-1,0,0.0,99.96
Model_Description_D150A-1,0,0.0,99.96
Model_Description_CX14,0,0.0,99.96
Model_Description_CX218,0,0.0,99.96
Model_Description_CX254,0,0.0,99.96
Model_Description_CX25,0,0.0,99.96
Model_Description_CX240LR,0,0.0,99.96
Model_Description_CX240B,0,0.0,99.96
Model_Description_CX240,0,0.0,99.96
Model_Description_CX234,0,0.0,99.96
Model_Description_CX229,0,0.0,99.96
Model_Description_CX225SR,0,0.0,99.96
Model_Description_CX225,0,0.0,99.96
Model_Description_CX224,0,0.0,99.96
Model_Description_CX219Z,0,0.0,99.96
Model_Description_CX216,0,0.0,99.96
Model_Description_D135A-2,0,0.0,99.96
Model_Description_CX210N,0,0.0,99.96
